URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2121,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,106,-20,1.4651162620335318,0.17731958726325858,18.875,0.2185430463576159,7.637417218543047,30.3125,66,302,1.5649484536082474,16,4.921649484536083
bctech2122,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,70,-9,1.2950819459822633,0.20748299249155444,14.333333333333334,0.25,5.833333333333334,24.5,43,172,1.5578231292517006,15,4.482993197278912
bctech2123,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,82,-8,1.2162161997808623,0.22023809458262472,26.75,0.2336448598130841,10.793457943925233,42.0,50,214,1.6458333333333333,13,4.785714285714286
bctech2124,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,13,-5,2.2499997187500353,0.0952380941043084,19.333333333333332,0.25862068965517243,7.836781609195402,28.0,15,58,1.6785714285714286,3,4.976190476190476
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,29,-3,1.2307691834319545,0.15568862182222382,11.8,0.3305084745762712,4.8522033898305095,16.7,39,118,1.9820359281437125,3,6.1437125748503
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,17,-4,1.61538449112427,0.10399999916800001,21.25,0.16470588235294117,8.565882352941177,31.25,14,85,1.576,3,5.016
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,53,-9,1.4090908770661166,0.13538461496804735,19.272727272727273,0.2971698113207547,7.827958833619211,29.545454545454547,63,212,1.7815384615384615,7,5.292307692307692
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,46,-6,1.299999967500001,0.15325670439365247,11.4,0.3157894736842105,4.686315789473684,17.4,54,171,1.7816091954022988,4,5.314176245210728
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,6,-2,1.999999500000125,0.03361344509568533,109.0,0.09174311926605505,43.63669724770642,119.0,10,109,1.3361344537815125,1,4.840336134453781
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,19,0,0.9999999473684238,0.22093022998918338,11.166666666666666,0.29850746268656714,4.586069651741293,14.333333333333334,20,67,1.8488372093023255,0,5.767441860465116
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,38,-1,1.0540540255661075,0.31355931937661596,13.166666666666666,0.3037974683544304,5.3881856540084385,19.666666666666668,24,79,1.652542372881356,2,5.0508474576271185
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,15,-4,1.7272725702479483,0.14473684020083105,32.5,0.2,13.080000000000002,38.0,13,65,1.6710526315789473,0,5.2368421052631575
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,15,-3,1.4999998750000105,0.1666666643518519,8.571428571428571,0.3333333333333333,3.561904761904762,10.285714285714286,20,60,1.9027777777777777,0,5.680555555555555
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,15,-1,1.1428570612244957,0.20895522076186238,8.833333333333334,0.24528301886792453,3.6314465408805034,11.166666666666666,13,53,1.7313432835820894,0,5.641791044776119
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,67,-12,1.4363636102479345,0.18581081018307158,12.785714285714286,0.2849162011173184,5.228252194732643,21.142857142857142,51,179,1.695945945945946,11,4.905405405405405
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,29,-5,1.4166666076388912,0.1403508763722171,17.0,0.226890756302521,6.890756302521009,24.428571428571427,27,119,1.6783625730994152,4,5.222222222222222
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,97,-19,1.4871794681130839,0.188861985014862,17.857142857142858,0.316,7.269257142857143,29.5,79,250,1.7336561743341405,6,4.929782082324455
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,51,-11,1.549999961250001,0.18867924439302244,13.4,0.2462686567164179,5.458507462686568,21.2,33,134,1.6933962264150944,8,4.9245283018867925
bctech2139,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,80,-10,1.285714267346939,0.19125683007853325,11.555555555555555,0.3894230769230769,4.777991452991453,20.333333333333332,81,208,1.814207650273224,19,5.221311475409836
bctech2140,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,54,-10,1.4545454214876041,0.16793893065672164,14.0,0.27976190476190477,5.711904761904762,21.833333333333332,47,168,1.7595419847328244,11,5.083969465648855
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,59,-11,1.4583333029513896,0.15483870917793965,14.071428571428571,0.3096446700507614,5.752429296591734,22.142857142857142,61,197,1.7483870967741935,3,5.04516129032258
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,64,-12,1.4615384334319532,0.16828478909940198,14.923076923076923,0.26288659793814434,6.074385408406028,23.76923076923077,51,194,1.6245954692556634,13,5.006472491909385
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,25,-2,1.1739129924385654,0.165467624708866,14.428571428571429,0.297029702970297,5.890240452616691,19.857142857142858,30,101,1.7625899280575539,1,5.179856115107913
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,28,-8,1.7999999100000044,0.1428571418367347,25.25,0.24752475247524752,10.199009900990099,35.0,25,101,1.6857142857142857,0,5.114285714285714
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,26,-3,1.2608695103969778,0.1869918683984401,15.0,0.34444444444444444,6.137777777777778,20.5,31,90,1.8943089430894309,1,5.439024390243903
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,27,-3,1.2499999479166688,0.18604651018568596,15.666666666666666,0.2872340425531915,6.381560283687943,21.5,27,94,1.7984496124031009,1,5.348837209302325
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,29,-6,1.5217390642722146,0.17164178976386724,13.285714285714286,0.2903225806451613,5.4304147465437795,19.142857142857142,27,93,1.8059701492537314,1,5.246268656716418
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,22,-1,1.0952380430839026,0.19626168040876935,18.25,0.3013698630136986,7.420547945205479,26.75,22,73,1.7476635514018692,0,4.962616822429907
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,18,-1,1.1176469930795885,0.1699999983,15.0,0.3333333333333333,6.133333333333334,20.0,25,75,1.9,0,5.41
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,25,-7,1.7777776790123512,0.08530805646773433,12.727272727272727,0.19285714285714287,5.168051948051948,19.181818181818183,27,140,1.5213270142180095,8,4.502369668246446
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,144,-42,1.8235293938869668,0.11846689881711162,12.041666666666666,0.2664359861591695,4.9232410611303346,17.9375,154,578,1.786295005807201,11,5.336817653890825
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,72,-23,1.9387754706372353,0.1086474498699613,15.142857142857142,0.39308176100628933,6.214375561545373,21.476190476190474,125,318,1.951219512195122,6,5.467849223946785
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,138,-40,1.816326512078301,0.11515863676244578,17.323529411764707,0.3174872665534805,7.0564066713272755,25.029411764705884,187,589,1.836662749706228,5,5.204465334900117
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,254,-57,1.5786801950320803,0.1486792451708081,13.609375,0.29965556831228474,5.563612227324914,20.703125,261,871,1.7924528301886793,13,5.273207547169811
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,51,-17,1.9999999411764724,0.1416666660763889,12.363636363636363,0.18382352941176472,5.018983957219252,21.818181818181817,25,136,1.525,11,4.5875
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,0,0,0.0,0.0,16.0,0.375,6.550000000000001,16.0,6,16,3.125,0,9.1875
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,24,0,0.999999958333335,0.206896549940547,10.571428571428571,0.2972972972972973,4.347490347490347,16.571428571428573,22,74,1.646551724137931,2,4.818965517241379
